date,time,latitude,longitude,temperature,humidity,pressure,ae0,we0,ae1,we1
2018-01-14,20:03:08,48.154252,11.528323,5.114061,61.173420,960.979980,241.062500,240.968750,238.000000,242.968750
2018-01-14,20:13:09,48.154293,11.528415,5.100709,61.319904,961.109985,241.000000,240.843750,237.906250,243.156250
2018-01-14,20:23:09,48.154323,11.528543,5.100709,61.754787,961.150024,241.125000,241.031250,238.000000,243.750000
2018-01-14,20:33:10,48.154477,11.528500,5.100709,61.953156,961.080017,241.093750,241.000000,237.968750,243.625000
2018-01-14,20:43:11,48.154497,11.528422,5.100709,61.683071,961.239990,241.125000,240.968750,237.906250,243.031250
2018-01-14,20:53:11,48.154600,11.528635,5.114061,61.553368,961.219971,241.093750,240.906250,238.031250,242.750000
2018-01-14,21:03:12,48.154782,11.528603,5.130083,61.608299,961.260010,241.125000,240.937500,237.906250,242.718750
2018-01-14,21:13:11,48.154548,11.528435,5.156786,61.768520,961.429993,241.031250,240.906250,237.843750,242.937500
2018-01-14,21:23:13,48.154305,11.528127,5.057984,61.985199,961.450012,240.875000,240.812500,237.562500,243.375000
2018-01-14,21:33:14,48.154757,11.528612,5.044632,61.921112,961.409973,240.875000,240.812500,237.875000,243.375000
2018-01-14,21:43:15,48.154353,11.528498,4.961853,62.136265,961.419983,240.906250,240.781250,237.875000,243.531250
2018-01-14,21:53:15,48.154345,11.528357,4.919127,62.259861,961.390015,240.968750,240.812500,237.875000,243.500000
2018-01-14,22:03:16,48.154335,11.528672,4.777600,62.652020,961.460022,240.937500,240.781250,237.687500,243.093750
2018-01-14,22:13:17,48.154538,11.528943,4.806973,62.235447,961.359985,241.062500,240.906250,238.156250,243.468750
2018-01-14,22:23:17,48.154647,11.528692,4.806973,62.262913,961.520020,241.031250,240.906250,238.062500,243.468750
2018-01-14,22:33:18,48.154418,11.528303,4.806973,62.204929,961.520020,241.187500,241.031250,238.125000,243.218750
2018-01-14,22:43:19,48.154382,11.528083,4.876402,62.189671,961.559998,241.250000,241.093750,237.968750,243.312500
2018-01-14,22:53:19,48.154325,11.528183,4.932479,61.939423,961.520020,241.156250,241.000000,237.906250,242.875000
2018-01-14,23:03:20,48.154400,11.527940,4.863050,61.751736,961.469971,241.031250,240.906250,237.843750,242.781250
2018-01-14,23:13:21,48.154342,11.527825,4.849699,61.692226,961.500000,240.968750,240.781250,238.125000,242.968750
2018-01-14,23:23:21,48.154400,11.528403,4.820325,61.347370,961.450012,241.000000,240.812500,237.812500,242.531250
2018-01-14,23:33:22,48.154485,11.528662,4.638742,61.060501,961.479980,240.687500,240.531250,237.781250,242.500000
2018-01-14,23:43:23,48.154470,11.528333,4.411765,60.953690,961.440002,240.718750,240.562500,237.593750,241.968750
2018-01-14,23:53:24,48.154485,11.528070,4.230182,61.092545,961.450012,240.781250,240.593750,237.687500,242.187500
2018-01-15,00:03:24,48.154447,11.528178,4.075303,61.260395,961.440002,240.968750,240.781250,237.718750,242.562500
